first_lat;first_lng;second_lat;second_lng;shared brands
48.7784485;9.1800132;57.0462626;9.9215263;1
61.4980214;23.7603118;57.0462626;9.9215263;1
63.4304475;10.3952118;57.0462626;9.9215263;1
45.0677551;7.6824892;57.0462626;9.9215263;1
60.4517531;22.2670522;57.0462626;9.9215263;1
59.8586126;17.6387436;57.0462626;9.9215263;1
47.4991723;8.7291498;57.0462626;9.9215263;1
47.3744489;8.5410422;57.0462626;9.9215263;1
48.3668041;10.8986971;56.1496278;10.2134046;1
47.5581077;7.5878261;56.1496278;10.2134046;1
60.3943055;5.3259192;56.1496278;10.2134046;1
52.5170365;13.3888599;56.1496278;10.2134046;1
46.9482713;7.4514512;56.1496278;10.2134046;1
50.735851;7.10066;56.1496278;10.2134046;1
44.841225;-0.5800364;56.1496278;10.2134046;1
53.0758196;8.8071646;56.1496278;10.2134046;1
50.8465573;4.351697;56.1496278;10.2134046;1
50.938361;6.959974;56.1496278;10.2134046;1
55.6867243;12.5700724;56.1496278;10.2134046;1
51.5142273;7.4652789;56.1496278;10.2134046;1
51.2254018;6.7763137;56.1496278;10.2134046;1
51.4582235;7.0158171;56.1496278;10.2134046;1
50.1106444;8.6820917;56.1496278;10.2134046;1
57.7072326;11.9670171;56.1496278;10.2134046;1
53.550341;10.000654;56.1496278;10.2134046;1
52.3744779;9.7385532;56.1496278;10.2134046;1
56.0442098;12.703706;56.1496278;10.2134046;1
60.1674881;24.9427473;56.1496278;10.2134046;1
49.0068705;8.4034195;56.1496278;10.2134046;1
51.3406321;12.3747329;56.1496278;10.2134046;1
59.9559239;11.0491122;56.1496278;10.2134046;1
58.4098135;15.6245252;56.1496278;10.2134046;1
55.7029296;13.1929449;56.1496278;10.2134046;1
40.4167047;-3.7035825;56.1496278;10.2134046;1
36.7213028;-4.4216366;56.1496278;10.2134046;1
45.4641943;9.1896346;56.1496278;10.2134046;1
44.5384728;10.935960870530739;56.1496278;10.2134046;1
48.1371079;11.5753822;56.1496278;10.2134046;1
50.4665284;4.8661892;56.1496278;10.2134046;1
49.453872;11.077298;56.1496278;10.2134046;1
55.3997225;10.3852104;56.1496278;10.2134046;1
59.2747287;15.2151181;56.1496278;10.2134046;1
59.9133301;10.7389701;56.1496278;10.2134046;1
38.1112268;13.3524434;56.1496278;10.2134046;1
44.608664;10.594796841892734;56.1496278;10.2134046;1
41.8933203;12.4829321;56.1496278;10.2134046;1
58.9699675;5.7318101;56.1496278;10.2134046;1
59.3251172;18.0710935;56.1496278;10.2134046;1
48.7784485;9.1800132;56.1496278;10.2134046;1
61.4980214;23.7603118;56.1496278;10.2134046;1
63.4304475;10.3952118;56.1496278;10.2134046;1
45.0677551;7.6824892;56.1496278;10.2134046;1
60.4517531;22.2670522;56.1496278;10.2134046;1
59.8586126;17.6387436;56.1496278;10.2134046;1
47.4991723;8.7291498;56.1496278;10.2134046;1
47.3744489;8.5410422;56.1496278;10.2134046;1
44.841225;-0.5800364;47.4739884;-0.5515588;1
50.8465573;4.351697;47.4739884;-0.5515588;1
50.4665284;4.8661892;47.4739884;-0.5515588;1
47.5581077;7.5878261;51.2211097;4.3997081;1
44.841225;-0.5800364;51.2211097;4.3997081;2
50.8465573;4.351697;51.2211097;4.3997081;1
53.550341;10.000654;51.2211097;4.3997081;1
38.7077507;-9.1365919;51.2211097;4.3997081;1
40.4167047;-3.7035825;51.2211097;4.3997081;1
45.4641943;9.1896346;51.2211097;4.3997081;1
48.8588897;2.3200410217200766;51.2211097;4.3997081;1
41.8933203;12.4829321;51.2211097;4.3997081;2
32.0852997;34.7818064;51.2211097;4.3997081;2
47.4991723;8.7291498;51.2211097;4.3997081;1
41.6521342;-0.8809428;51.2211097;4.3997081;1
47.3744489;8.5410422;51.2211097;4.3997081;1
43.2961743;5.3699525;51.2211097;4.3997081;1
47.5581077;7.5878261;48.3668041;10.8986971;1
60.3943055;5.3259192;48.3668041;10.8986971;2
52.5170365;13.3888599;48.3668041;10.8986971;2
46.9482713;7.4514512;48.3668041;10.8986971;1
50.735851;7.10066;48.3668041;10.8986971;2
44.841225;-0.5800364;48.3668041;10.8986971;2
48.1516988;17.1093063;48.3668041;10.8986971;1
53.0758196;8.8071646;48.3668041;10.8986971;1
50.8465573;4.351697;48.3668041;10.8986971;2
44.4361414;26.1027202;48.3668041;10.8986971;1
50.938361;6.959974;48.3668041;10.8986971;2
55.6867243;12.5700724;48.3668041;10.8986971;2
51.5142273;7.4652789;48.3668041;10.8986971;2
51.2254018;6.7763137;48.3668041;10.8986971;2
51.4582235;7.0158171;48.3668041;10.8986971;1
50.1106444;8.6820917;48.3668041;10.8986971;2
54.3706858;18.61298210330077;48.3668041;10.8986971;1
57.7072326;11.9670171;48.3668041;10.8986971;2
53.550341;10.000654;48.3668041;10.8986971;2
52.3744779;9.7385532;48.3668041;10.8986971;2
56.0442098;12.703706;48.3668041;10.8986971;2
60.1674881;24.9427473;48.3668041;10.8986971;2
49.0068705;8.4034195;48.3668041;10.8986971;2
59.3809146;13.5027631;48.3668041;10.8986971;1
50.0619474;19.9368564;48.3668041;10.8986971;1
51.3406321;12.3747329;48.3668041;10.8986971;1
59.9559239;11.0491122;48.3668041;10.8986971;2
58.4098135;15.6245252;48.3668041;10.8986971;2
38.7077507;-9.1365919;48.3668041;10.8986971;1
55.7029296;13.1929449;48.3668041;10.8986971;2
40.4167047;-3.7035825;48.3668041;10.8986971;2
36.7213028;-4.4216366;48.3668041;10.8986971;2
45.4641943;9.1896346;48.3668041;10.8986971;2
44.5384728;10.935960870530739;48.3668041;10.8986971;2
48.1371079;11.5753822;48.3668041;10.8986971;2
50.4665284;4.8661892;48.3668041;10.8986971;2
49.453872;11.077298;48.3668041;10.8986971;2
55.3997225;10.3852104;48.3668041;10.8986971;2
59.2747287;15.2151181;48.3668041;10.8986971;1
59.9133301;10.7389701;48.3668041;10.8986971;2
38.1112268;13.3524434;48.3668041;10.8986971;1
52.4009309;13.0591397;48.3668041;10.8986971;1
52.4006632;16.91973259178088;48.3668041;10.8986971;1
50.0874654;14.4212535;48.3668041;10.8986971;1
44.608664;10.594796841892734;48.3668041;10.8986971;2
56.9493977;24.1051846;48.3668041;10.8986971;1
41.8933203;12.4829321;48.3668041;10.8986971;1
58.9699675;5.7318101;48.3668041;10.8986971;1
59.3251172;18.0710935;48.3668041;10.8986971;2
48.7784485;9.1800132;48.3668041;10.8986971;2
59.4372155;24.7453688;48.3668041;10.8986971;1
61.4980214;23.7603118;48.3668041;10.8986971;1
63.4304475;10.3952118;48.3668041;10.8986971;1
45.0677551;7.6824892;48.3668041;10.8986971;2
60.4517531;22.2670522;48.3668041;10.8986971;1
59.8586126;17.6387436;48.3668041;10.8986971;2
54.6870458;25.2829111;48.3668041;10.8986971;1
52.2319581;21.0067249;48.3668041;10.8986971;1
47.4991723;8.7291498;48.3668041;10.8986971;2
51.1089776;17.0326689;48.3668041;10.8986971;1
41.6521342;-0.8809428;48.3668041;10.8986971;1
47.3744489;8.5410422;48.3668041;10.8986971;2
47.5581077;7.5878261;41.1257843;16.8620293;1
60.3943055;5.3259192;41.1257843;16.8620293;1
52.5170365;13.3888599;41.1257843;16.8620293;1
46.9482713;7.4514512;41.1257843;16.8620293;1
50.735851;7.10066;41.1257843;16.8620293;1
44.841225;-0.5800364;41.1257843;16.8620293;1
48.1516988;17.1093063;41.1257843;16.8620293;1
53.0758196;8.8071646;41.1257843;16.8620293;1
50.8465573;4.351697;41.1257843;16.8620293;1
50.938361;6.959974;41.1257843;16.8620293;1
55.6867243;12.5700724;41.1257843;16.8620293;1
51.5142273;7.4652789;41.1257843;16.8620293;1
51.2254018;6.7763137;41.1257843;16.8620293;1
51.4582235;7.0158171;41.1257843;16.8620293;1
43.7698712;11.2555757;41.1257843;16.8620293;1
50.1106444;8.6820917;41.1257843;16.8620293;1
54.3706858;18.61298210330077;41.1257843;16.8620293;1
57.7072326;11.9670171;41.1257843;16.8620293;1
45.1875602;5.7357819;41.1257843;16.8620293;1
53.550341;10.000654;41.1257843;16.8620293;1
52.3744779;9.7385532;41.1257843;16.8620293;1
49.142291;9.218655;41.1257843;16.8620293;1
56.0442098;12.703706;41.1257843;16.8620293;1
60.1674881;24.9427473;41.1257843;16.8620293;1
57.7825634;14.165719;41.1257843;16.8620293;1
49.0068705;8.4034195;41.1257843;16.8620293;1
59.3809146;13.5027631;41.1257843;16.8620293;1
50.0619474;19.9368564;41.1257843;16.8620293;1
51.3406321;12.3747329;41.1257843;16.8620293;1
59.9559239;11.0491122;41.1257843;16.8620293;1
58.4098135;15.6245252;41.1257843;16.8620293;1
55.7029296;13.1929449;41.1257843;16.8620293;1
45.7578137;4.8320114;41.1257843;16.8620293;1
36.7213028;-4.4216366;41.1257843;16.8620293;1
45.4641943;9.1896346;41.1257843;16.8620293;2
44.5384728;10.935960870530739;41.1257843;16.8620293;2
48.1371079;11.5753822;41.1257843;16.8620293;1
40.8358846;14.2487679;41.1257843;16.8620293;1
49.453872;11.077298;41.1257843;16.8620293;1
55.3997225;10.3852104;41.1257843;16.8620293;1
59.2747287;15.2151181;41.1257843;16.8620293;1
59.9133301;10.7389701;41.1257843;16.8620293;1
38.1112268;13.3524434;41.1257843;16.8620293;3
48.8588897;2.3200410217200766;41.1257843;16.8620293;1
43.7159395;10.4018624;41.1257843;16.8620293;2
52.4009309;13.0591397;41.1257843;16.8620293;1
44.608664;10.594796841892734;41.1257843;16.8620293;2
41.8933203;12.4829321;41.1257843;16.8620293;2
58.9699675;5.7318101;41.1257843;16.8620293;1
59.3251172;18.0710935;41.1257843;16.8620293;1
48.7784485;9.1800132;41.1257843;16.8620293;1
61.4980214;23.7603118;41.1257843;16.8620293;1
32.0852997;34.7818064;41.1257843;16.8620293;1
63.4304475;10.3952118;41.1257843;16.8620293;1
45.0677551;7.6824892;41.1257843;16.8620293;2
60.4517531;22.2670522;41.1257843;16.8620293;1
59.8586126;17.6387436;41.1257843;16.8620293;1
48.2083537;16.3725042;41.1257843;16.8620293;1
52.2319581;21.0067249;41.1257843;16.8620293;1
47.4991723;8.7291498;41.1257843;16.8620293;1
51.1089776;17.0326689;41.1257843;16.8620293;1
47.3744489;8.5410422;41.1257843;16.8620293;1
60.3943055;5.3259192;47.5581077;7.5878261;2
52.5170365;13.3888599;47.5581077;7.5878261;2
46.9482713;7.4514512;47.5581077;7.5878261;2
50.735851;7.10066;47.5581077;7.5878261;2
44.841225;-0.5800364;47.5581077;7.5878261;3
48.1516988;17.1093063;47.5581077;7.5878261;1
53.0758196;8.8071646;47.5581077;7.5878261;2
50.8465573;4.351697;47.5581077;7.5878261;2
50.938361;6.959974;47.5581077;7.5878261;2
55.6867243;12.5700724;47.5581077;7.5878261;2
51.5142273;7.4652789;47.5581077;7.5878261;2
51.2254018;6.7763137;47.5581077;7.5878261;2
51.4582235;7.0158171;47.5581077;7.5878261;2
50.1106444;8.6820917;47.5581077;7.5878261;2
54.3706858;18.61298210330077;47.5581077;7.5878261;1
57.7072326;11.9670171;47.5581077;7.5878261;2
45.1875602;5.7357819;47.5581077;7.5878261;1
53.550341;10.000654;47.5581077;7.5878261;2
52.3744779;9.7385532;47.5581077;7.5878261;2
49.142291;9.218655;47.5581077;7.5878261;1
56.0442098;12.703706;47.5581077;7.5878261;2
60.1674881;24.9427473;47.5581077;7.5878261;2
57.7825634;14.165719;47.5581077;7.5878261;1
49.0068705;8.4034195;47.5581077;7.5878261;2
59.3809146;13.5027631;47.5581077;7.5878261;1
50.0619474;19.9368564;47.5581077;7.5878261;1
51.3406321;12.3747329;47.5581077;7.5878261;2
59.9559239;11.0491122;47.5581077;7.5878261;2
58.4098135;15.6245252;47.5581077;7.5878261;2
38.7077507;-9.1365919;47.5581077;7.5878261;1
55.7029296;13.1929449;47.5581077;7.5878261;2
45.7578137;4.8320114;47.5581077;7.5878261;1
40.4167047;-3.7035825;47.5581077;7.5878261;2
36.7213028;-4.4216366;47.5581077;7.5878261;2
45.4641943;9.1896346;47.5581077;7.5878261;3
44.5384728;10.935960870530739;47.5581077;7.5878261;2
48.1371079;11.5753822;47.5581077;7.5878261;2
50.4665284;4.8661892;47.5581077;7.5878261;1
49.453872;11.077298;47.5581077;7.5878261;2
55.3997225;10.3852104;47.5581077;7.5878261;2
59.2747287;15.2151181;47.5581077;7.5878261;2
59.9133301;10.7389701;47.5581077;7.5878261;2
38.1112268;13.3524434;47.5581077;7.5878261;2
48.8588897;2.3200410217200766;47.5581077;7.5878261;1
52.4009309;13.0591397;47.5581077;7.5878261;1
44.608664;10.594796841892734;47.5581077;7.5878261;2
41.8933203;12.4829321;47.5581077;7.5878261;3
58.9699675;5.7318101;47.5581077;7.5878261;2
59.3251172;18.0710935;47.5581077;7.5878261;2
48.7784485;9.1800132;47.5581077;7.5878261;2
61.4980214;23.7603118;47.5581077;7.5878261;2
32.0852997;34.7818064;47.5581077;7.5878261;2
63.4304475;10.3952118;47.5581077;7.5878261;2
45.0677551;7.6824892;47.5581077;7.5878261;2
60.4517531;22.2670522;47.5581077;7.5878261;2
59.8586126;17.6387436;47.5581077;7.5878261;2
48.2083537;16.3725042;47.5581077;7.5878261;1
52.2319581;21.0067249;47.5581077;7.5878261;1
47.4991723;8.7291498;47.5581077;7.5878261;3
51.1089776;17.0326689;47.5581077;7.5878261;1
41.6521342;-0.8809428;47.5581077;7.5878261;1
47.3744489;8.5410422;47.5581077;7.5878261;3
43.2961743;5.3699525;47.5581077;7.5878261;1
52.5170365;13.3888599;60.3943055;5.3259192;3
46.9482713;7.4514512;60.3943055;5.3259192;2
50.735851;7.10066;60.3943055;5.3259192;3
44.841225;-0.5800364;60.3943055;5.3259192;3
48.1516988;17.1093063;60.3943055;5.3259192;2
53.0758196;8.8071646;60.3943055;5.3259192;2
50.8465573;4.351697;60.3943055;5.3259192;3
44.4361414;26.1027202;60.3943055;5.3259192;1
50.938361;6.959974;60.3943055;5.3259192;3
55.6867243;12.5700724;60.3943055;5.3259192;3
51.5142273;7.4652789;60.3943055;5.3259192;3
51.2254018;6.7763137;60.3943055;5.3259192;3
51.4582235;7.0158171;60.3943055;5.3259192;2
50.1106444;8.6820917;60.3943055;5.3259192;3
54.3706858;18.61298210330077;60.3943055;5.3259192;2
57.7072326;11.9670171;60.3943055;5.3259192;3
45.1875602;5.7357819;60.3943055;5.3259192;1
53.550341;10.000654;60.3943055;5.3259192;3
52.3744779;9.7385532;60.3943055;5.3259192;3
49.142291;9.218655;60.3943055;5.3259192;1
56.0442098;12.703706;60.3943055;5.3259192;3
60.1674881;24.9427473;60.3943055;5.3259192;4
57.7825634;14.165719;60.3943055;5.3259192;1
49.0068705;8.4034195;60.3943055;5.3259192;3
59.3809146;13.5027631;60.3943055;5.3259192;3
50.0619474;19.9368564;60.3943055;5.3259192;2
51.3406321;12.3747329;60.3943055;5.3259192;2
59.9559239;11.0491122;60.3943055;5.3259192;3
58.4098135;15.6245252;60.3943055;5.3259192;3
38.7077507;-9.1365919;60.3943055;5.3259192;1
55.7029296;13.1929449;60.3943055;5.3259192;3
45.7578137;4.8320114;60.3943055;5.3259192;1
40.4167047;-3.7035825;60.3943055;5.3259192;2
36.7213028;-4.4216366;60.3943055;5.3259192;3
45.4641943;9.1896346;60.3943055;5.3259192;3
44.5384728;10.935960870530739;60.3943055;5.3259192;3
48.1371079;11.5753822;60.3943055;5.3259192;3
50.4665284;4.8661892;60.3943055;5.3259192;2
49.453872;11.077298;60.3943055;5.3259192;3
55.3997225;10.3852104;60.3943055;5.3259192;3
59.2747287;15.2151181;60.3943055;5.3259192;2
59.9133301;10.7389701;60.3943055;5.3259192;4
38.1112268;13.3524434;60.3943055;5.3259192;2
48.8588897;2.3200410217200766;60.3943055;5.3259192;1
52.4009309;13.0591397;60.3943055;5.3259192;2
52.4006632;16.91973259178088;60.3943055;5.3259192;1
50.0874654;14.4212535;60.3943055;5.3259192;1
44.608664;10.594796841892734;60.3943055;5.3259192;3
56.9493977;24.1051846;60.3943055;5.3259192;1
41.8933203;12.4829321;60.3943055;5.3259192;2
58.9699675;5.7318101;60.3943055;5.3259192;3
59.3251172;18.0710935;60.3943055;5.3259192;3
48.7784485;9.1800132;60.3943055;5.3259192;3
59.4372155;24.7453688;60.3943055;5.3259192;1
61.4980214;23.7603118;60.3943055;5.3259192;3
32.0852997;34.7818064;60.3943055;5.3259192;1
63.4304475;10.3952118;60.3943055;5.3259192;3
45.0677551;7.6824892;60.3943055;5.3259192;3
60.4517531;22.2670522;60.3943055;5.3259192;3
59.8586126;17.6387436;60.3943055;5.3259192;3
48.2083537;16.3725042;60.3943055;5.3259192;1
54.6870458;25.2829111;60.3943055;5.3259192;1
52.2319581;21.0067249;60.3943055;5.3259192;2
47.4991723;8.7291498;60.3943055;5.3259192;3
51.1089776;17.0326689;60.3943055;5.3259192;2
41.6521342;-0.8809428;60.3943055;5.3259192;1
47.3744489;8.5410422;60.3943055;5.3259192;3
46.9482713;7.4514512;52.5170365;13.3888599;2
50.735851;7.10066;52.5170365;13.3888599;3
44.841225;-0.5800364;52.5170365;13.3888599;3
48.1516988;17.1093063;52.5170365;13.3888599;2
53.0758196;8.8071646;52.5170365;13.3888599;2
50.8465573;4.351697;52.5170365;13.3888599;3
44.4361414;26.1027202;52.5170365;13.3888599;1
50.938361;6.959974;52.5170365;13.3888599;3
55.6867243;12.5700724;52.5170365;13.3888599;3
51.5142273;7.4652789;52.5170365;13.3888599;3
51.2254018;6.7763137;52.5170365;13.3888599;3
51.4582235;7.0158171;52.5170365;13.3888599;2
50.1106444;8.6820917;52.5170365;13.3888599;3
54.3706858;18.61298210330077;52.5170365;13.3888599;2
57.7072326;11.9670171;52.5170365;13.3888599;3
45.1875602;5.7357819;52.5170365;13.3888599;1
53.550341;10.000654;52.5170365;13.3888599;3
52.3744779;9.7385532;52.5170365;13.3888599;3
49.142291;9.218655;52.5170365;13.3888599;1
56.0442098;12.703706;52.5170365;13.3888599;3
60.1674881;24.9427473;52.5170365;13.3888599;3
57.7825634;14.165719;52.5170365;13.3888599;1
49.0068705;8.4034195;52.5170365;13.3888599;3
59.3809146;13.5027631;52.5170365;13.3888599;2
50.0619474;19.9368564;52.5170365;13.3888599;2
51.3406321;12.3747329;52.5170365;13.3888599;2
59.9559239;11.0491122;52.5170365;13.3888599;3
58.4098135;15.6245252;52.5170365;13.3888599;3
38.7077507;-9.1365919;52.5170365;13.3888599;1
55.7029296;13.1929449;52.5170365;13.3888599;3
45.7578137;4.8320114;52.5170365;13.3888599;1
40.4167047;-3.7035825;52.5170365;13.3888599;2
36.7213028;-4.4216366;52.5170365;13.3888599;3
45.4641943;9.1896346;52.5170365;13.3888599;3
44.5384728;10.935960870530739;52.5170365;13.3888599;3
48.1371079;11.5753822;52.5170365;13.3888599;3
50.4665284;4.8661892;52.5170365;13.3888599;2
49.453872;11.077298;52.5170365;13.3888599;3
55.3997225;10.3852104;52.5170365;13.3888599;3
59.2747287;15.2151181;52.5170365;13.3888599;2
59.9133301;10.7389701;52.5170365;13.3888599;3
38.1112268;13.3524434;52.5170365;13.3888599;2
48.8588897;2.3200410217200766;52.5170365;13.3888599;1
52.4009309;13.0591397;52.5170365;13.3888599;2
52.4006632;16.91973259178088;52.5170365;13.3888599;1
50.0874654;14.4212535;52.5170365;13.3888599;1
44.608664;10.594796841892734;52.5170365;13.3888599;3
56.9493977;24.1051846;52.5170365;13.3888599;1
41.8933203;12.4829321;52.5170365;13.3888599;2
58.9699675;5.7318101;52.5170365;13.3888599;2
59.3251172;18.0710935;52.5170365;13.3888599;3
48.7784485;9.1800132;52.5170365;13.3888599;3
59.4372155;24.7453688;52.5170365;13.3888599;1
61.4980214;23.7603118;52.5170365;13.3888599;2
32.0852997;34.7818064;52.5170365;13.3888599;1
63.4304475;10.3952118;52.5170365;13.3888599;2
45.0677551;7.6824892;52.5170365;13.3888599;3
60.4517531;22.2670522;52.5170365;13.3888599;2
59.8586126;17.6387436;52.5170365;13.3888599;3
48.2083537;16.3725042;52.5170365;13.3888599;1
54.6870458;25.2829111;52.5170365;13.3888599;1
52.2319581;21.0067249;52.5170365;13.3888599;2
47.4991723;8.7291498;52.5170365;13.3888599;3
51.1089776;17.0326689;52.5170365;13.3888599;2
41.6521342;-0.8809428;52.5170365;13.3888599;1
47.3744489;8.5410422;52.5170365;13.3888599;3
50.735851;7.10066;46.9482713;7.4514512;2
44.841225;-0.5800364;46.9482713;7.4514512;2
48.1516988;17.1093063;46.9482713;7.4514512;1
53.0758196;8.8071646;46.9482713;7.4514512;2
50.8465573;4.351697;46.9482713;7.4514512;2
50.938361;6.959974;46.9482713;7.4514512;2
55.6867243;12.5700724;46.9482713;7.4514512;2
51.5142273;7.4652789;46.9482713;7.4514512;2
51.2254018;6.7763137;46.9482713;7.4514512;2
51.4582235;7.0158171;46.9482713;7.4514512;2
50.1106444;8.6820917;46.9482713;7.4514512;2
54.3706858;18.61298210330077;46.9482713;7.4514512;1
57.7072326;11.9670171;46.9482713;7.4514512;2
45.1875602;5.7357819;46.9482713;7.4514512;1
53.550341;10.000654;46.9482713;7.4514512;2
52.3744779;9.7385532;46.9482713;7.4514512;2
49.142291;9.218655;46.9482713;7.4514512;1
56.0442098;12.703706;46.9482713;7.4514512;2
60.1674881;24.9427473;46.9482713;7.4514512;2
57.7825634;14.165719;46.9482713;7.4514512;1
49.0068705;8.4034195;46.9482713;7.4514512;2
59.3809146;13.5027631;46.9482713;7.4514512;1
50.0619474;19.9368564;46.9482713;7.4514512;1
51.3406321;12.3747329;46.9482713;7.4514512;2
59.9559239;11.0491122;46.9482713;7.4514512;2
58.4098135;15.6245252;46.9482713;7.4514512;2
55.7029296;13.1929449;46.9482713;7.4514512;2
45.7578137;4.8320114;46.9482713;7.4514512;1
40.4167047;-3.7035825;46.9482713;7.4514512;1
36.7213028;-4.4216366;46.9482713;7.4514512;2
45.4641943;9.1896346;46.9482713;7.4514512;2
44.5384728;10.935960870530739;46.9482713;7.4514512;2
48.1371079;11.5753822;46.9482713;7.4514512;2
50.4665284;4.8661892;46.9482713;7.4514512;1
49.453872;11.077298;46.9482713;7.4514512;2
55.3997225;10.3852104;46.9482713;7.4514512;2
59.2747287;15.2151181;46.9482713;7.4514512;2
59.9133301;10.7389701;46.9482713;7.4514512;2
38.1112268;13.3524434;46.9482713;7.4514512;2
48.8588897;2.3200410217200766;46.9482713;7.4514512;1
52.4009309;13.0591397;46.9482713;7.4514512;1
44.608664;10.594796841892734;46.9482713;7.4514512;2
